Filename,ps_thf_01_2,,,,,,,,,,
Instrument name,5333-0457,,,,,,,,,,
Operator,Osamu Katagiri,,,,,,,,,,
rundate,18/12/2019,,,,,,,,,,
Sample name,PS_THF_01_2,,,,,,,,,,
Geometry name,60.0mm 0.996944° cone plate, Peltier plate Steel ,,,,,,,,,
Procedure name,Sample,,,,,,,,,,
,Flow ramp,,,,,,,,,,
proceduresegments,Flow ramp,,,,,,,,,,
[step],,,,,,,,,,,
Flow ramp - 1,,,,,,,,,,,
Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress,Axial force,Gap,Normal stress coefficient,Time,Torque,Velocity
Pa,1/s,Pa.s,s,°C,Pa,N,µm,Pa.s²,s,µN.m,rad/s
-1.33084,6.65E-03,0.083525438,5.01354,20.01,56.1008,0.0793106,20.0273,14388.9,5.01354,-75.2571,-1.09E-03
0.0138892,7.78E-03,0.0827913,11.1412,20,54.9424,0.077673,20.027,1163910,11.1412,0.785418,1.20E-04
0.0149566,9.61E-03,0.080496711,18.5467,20,54.0607,0.0764265,20.0228,949321,18.5467,0.845777,1.31E-04
0.015726,1.17E-02,0.07884705,25.9523,20,54.3463,0.0768303,20.0236,796133,25.9523,0.889284,1.44E-04
0.0167101,0.014041697,7.74E-02,33.2923,20,53.7889,0.0760423,20.0223,656743,33.2923,0.944936,1.57E-04
0.0177712,0.016705498,7.63E-02,40.6324,20,53.393,0.0754826,20.0237,542354,40.6324,1.00494,1.73E-04
0.0187871,0.019998912,7.53E-02,47.9724,20,53.4202,0.075521,20.0234,452850,47.9724,1.06239,1.89E-04
0.0201885,0.024235734,0.074241518,55.3124,20,53.3112,0.0753669,20.026,375802,55.3124,1.14163,2.07E-04
0.0213983,0.028763332,0.073220818,62.718,20,53.9912,0.0763282,20.0275,317242,62.718,1.21004,2.27E-04
0.022912,0.034619603,0.072213137,70.1236,20,53.1013,0.0750702,20.0288,259591,70.1236,1.29564,2.49E-04
0.0245043,0.040987131,0.071489667,77.4636,20,53.0716,0.0750282,20.0335,216778,77.4636,1.38569,2.72E-04
0.0261109,0.049039293,0.070936553,84.8036,20,53.159,0.0751517,20.0295,180641,84.8036,1.47653,2.98E-04
0.0280662,0.057663223,0.070684586,92.1436,20,53.2463,0.0752751,20.0348,150786,92.1436,1.58711,3.27E-04
0.0300979,0.066562745,0.07058258,99.4837,20,54.4111,0.0769219,20.0228,128561,99.4837,1.70199,3.58E-04
0.0324083,0.077127704,0.070376627,106.889,20,53.2649,0.0753015,20.0208,104658,106.889,1.83264,3.93E-04
0.0348641,0.091193431,0.069829922,114.295,20,53.1702,0.0751676,20.0248,87007.7,114.295,1.97152,4.30E-04
0.0375788,0.108395363,0.069093984,121.635,20,54.1753,0.0765885,20.0231,73858.9,121.635,2.12503,4.71E-04
0.0405236,0.129193942,0.068214823,128.975,20,53.6966,0.0759117,20.0215,61059.7,128.975,2.29156,5.16E-04
0.0438687,0.15460438,0.067310896,136.315,20,53.3599,0.0754358,20.025,50579.2,136.315,2.48072,5.65E-04
0.0472793,0.18537469,0.066565641,143.655,20,53.452,0.0755659,20.0273,42238.7,143.655,2.67358,6.19E-04
0.0513069,0.225676525,0.066306132,151.061,20,54.1275,0.076521,20.0284,35584.2,151.061,2.90134,6.79E-04
0.0555732,0.262151142,0.066296209,158.466,20,53.6744,0.0758804,20.0304,29370.6,158.466,3.14259,7.44E-04
0.0601627,0.309017635,0.066443581,165.806,20,54.336,0.0768157,20.0396,24790.6,165.806,3.40212,8.15E-04
0.0652243,0.362217443,0.066656837,173.146,20,53.6487,0.0758441,20.0356,20404.6,173.146,3.68835,8.92E-04
0.0706571,0.418229498,0.067038826,180.486,20,54.601,0.0771904,20.0101,17309.4,180.486,3.99556,9.77E-04
0.0768666,0.479005383,0.067503205,187.826,20,54.0367,0.0763926,20.0035,14325.5,187.826,4.3467,1.07E-03
0.0836534,0.550472798,0.067818961,195.232,20,53.7226,0.0759485,20.0317,11837.5,195.232,4.73049,1.17E-03
0.0909078,0.638575454,0.067862827,202.637,20,54.4672,0.0770012,20.0154,9996.05,202.637,5.14071,1.28E-03
0.09898,0.748843804,0.067538124,209.977,20,54.3277,0.076804,20.0176,8301.77,209.977,5.59719,1.41E-03
0.107736,0.892777559,0.066840897,217.317,20,54.5289,0.0770884,20.0183,6950.53,217.317,6.09234,1.54E-03
0.117409,1.066062672,0.065836005,224.657,20,53.4741,0.0755972,20.0239,5678.79,224.657,6.63935,1.69E-03
0.127937,1.273815106,0.064734588,231.997,20,53.9061,0.076208,20.0223,4771.07,231.997,7.23466,1.85E-03
0.13959,1.531937383,0.063609801,239.403,20,53.7775,0.0760262,20.0204,3961.38,239.403,7.89362,2.03E-03
0.152182,1.818535276,0.062686312,246.809,20,53.2194,0.0752372,20.0211,3261.65,246.809,8.6057,2.22E-03
0.166214,2.155937542,0.062008891,254.149,20,54.2155,0.0766453,20.0169,2770.16,254.149,9.39917,2.43E-03
0.181165,2.560739907,0.061361336,261.489,20,52.999,0.0749256,20.0238,2257.92,261.489,10.2446,2.67E-03
0.197955,3.03769939,0.060693322,268.829,20,53.8551,0.0761358,20.0319,1911.74,268.829,11.1941,2.92E-03
0.216421,3.600642638,0.060193844,276.169,20,54.184,0.0766009,20.0168,1603.31,276.169,12.2383,3.20E-03
0.236977,4.233606897,0.059967037,283.574,20,53.5844,0.0757532,20.0176,1319.67,283.574,13.4007,3.51E-03
0.259569,4.927080335,0.059926628,290.98,20,53.1196,0.075096,20.0229,1088.69,290.98,14.6783,3.84E-03
0.285194,5.685163815,0.060146387,298.32,20,54.4823,0.0770225,20.0255,930.852,298.32,16.1274,4.21E-03
0.312455,6.560936957,0.0608828,305.66,20,53.3511,0.0754234,20.0311,759.84,305.66,17.6689,4.61E-03
0.341582,7.51696771,0.06149452,313,20,53.021,0.0749566,20.0331,629.474,313,19.316,5.05E-03
0.375048,8.664981557,0.061886991,320.34,20,54.0995,0.0764813,20.0209,535.459,320.34,21.2085,5.53E-03
0.412221,9.978307768,0.062039456,327.746,20.01,53.2117,0.0752263,20.0196,438.284,327.746,23.3106,6.06E-03
0.453083,11.55214351,0.062075223,335.151,20,53.6253,0.075811,20.0221,367.639,335.151,25.6212,6.65E-03
0.496077,13.48492008,0.06188827,342.491,20,52.4691,0.0741764,20.0324,299.865,342.491,28.0525,7.28E-03
0.54239,15.67332302,0.061627281,349.831,20,53.6132,0.0757939,20.0278,255.433,349.831,30.6714,7.97E-03
0.59293,18.13444078,0.061653935,357.171,20,52.607,0.0743713,20.0232,208.928,357.171,33.5294,8.73E-03
0.647461,20.88429535,0.062128244,364.511,20,52.6705,0.0744612,20.0142,174.378,364.511,36.6131,9.56E-03
0.70788,24.15379634,0.06243425,371.917,20,53.859,0.0761414,20.005,148.42,371.917,40.0297,0.0104817
0.773849,28.24404985,0.062344633,379.322,20,52.3955,0.0740724,20.0156,120.168,379.322,43.7601,0.0114895
0.845317,32.70288682,0.062307195,386.662,20,52.3554,0.0740158,20.0278,100.101,386.662,47.8015,0.0125838
0.92424,38.81864758,0.062206552,394.002,20,52.9925,0.0749164,20.0339,84.4649,394.002,52.2645,0.0137822
1.0107,45.56101483,0.061882768,401.342,20,52.4475,0.0741459,20.0356,69.691,401.342,57.1538,0.0150946
1.10818,53.30285923,0.061538626,408.683,20,53.2714,0.0753107,20.029,59.0091,408.683,62.6664,0.0165324
1.21572,61.51622192,0.061534263,416.088,20.01,52.4911,0.0742076,20.0406,48.393,416.088,68.7473,0.0181217
1.32985,70.84125436,0.06196286,423.494,20,53.8011,0.0760595,20.0313,41.2867,423.494,75.2013,0.0198627
1.45291,82.10968347,0.062398548,430.834,20,52.9095,0.0747991,20.0219,33.8472,430.834,82.1604,0.0217547
1.58498,94.85251294,0.062747663,438.174,20,51.1463,0.0723064,20.0154,27.2766,438.174,89.6286,0.0238265
1.7327,109.1884182,0.06301966,445.514,20,53.575,0.0757399,20.0167,23.8181,445.514,97.982,0.0260961
1.9016,126.6638867,0.063362672,452.854,20,52.0389,0.0735683,20.0041,19.2886,452.854,107.533,0.02858
2.08234,146.6131878,0.063631007,460.259,20,51.3732,0.0726271,20.0183,15.8465,460.259,117.753,0.0313292
2.28064,169.5051359,0.0637614,467.665,20,52.6627,0.0744501,20.0186,13.5217,467.665,128.967,0.0343387
2.48557,195.4436271,0.063950745,475.005,20,50.3252,0.0711456,20.0165,10.7719,475.005,140.556,0.0376093
2.71453,224.7712848,0.064205742,482.345,20,52.5804,0.0743337,20.0164,9.38324,482.345,153.503,0.0411892
2.97265,257.924526,0.064401369,489.685,20,50.6046,0.0715406,20.0203,7.52774,489.685,168.099,0.045114
3.25447,299.0005087,0.064484996,497.025,20,51.5816,0.0729218,20.0373,6.39702,497.025,184.036,0.0494091
3.56571,354.9575595,0.064613207,504.431,20,53.4333,0.0755395,20.0284,5.51546,504.431,201.636,0.0541581
3.89957,412.5072933,0.064756626,511.836,20,49.0731,0.0693754,20.0183,4.21602,511.836,220.515,0.0593634
4.27772,493.2186045,0.064900787,519.176,20,49.1172,0.0694378,20.0226,3.5177,519.176,241.899,0.0650183
4.67513,573.1847826,0.065044844,526.516,20,52.3854,0.0740581,20.0294,3.12789,526.516,264.372,0.0712078
5.1194,687.8362706,0.065152405,533.856,20,50.1825,0.0709438,20.0218,2.49787,533.856,289.495,0.0779901
5.60386,784.1827227,0.065143873,541.196,20,52.6064,0.0743706,20.0289,2.18305,541.196,316.891,0.0854154
6.14028,933.3165062,0.064989324,548.602,20,50.3373,0.0711627,20.0269,1.73855,548.602,347.224,0.0936268
6.72844,1102.811844,0.064634091,556.007,20,50.7532,0.0717507,20.0298,1.45898,556.007,380.485,0.102626
7.36925,1309.979621,0.06401224,563.347,20,51.5495,0.0728764,20.017,1.23539,563.347,416.721,0.112398
8.05738,1573.469278,0.063241922,570.688,20,47.5466,0.0672174,20.0167,0.949949,570.688,455.634,0.1231
8.82531,1855.168552,0.062442311,578.028,20,51.0432,0.0721607,20.0265,0.850172,578.028,499.06,0.134823
9.67121,2206.73792,0.061603276,585.368,20,49.0977,0.0694103,20.0268,0.681747,585.368,546.894,0.147662
10.6063,2630.160199,0.060819428,592.773,20,49.7227,0.0702938,20.0249,0.574634,592.773,599.775,0.161856
11.6393,3094.473498,0.060341934,600.179,20,54.5312,0.0770917,20.0227,0.524552,600.179,658.185,0.177409
12.7599,3423.86937,0.060268727,607.519,20,49.3692,0.069794,20.0223,0.395899,607.519,721.556,0.194305
