Stress,Shear rate,Viscosity,Step time,Temperature,Normal stress
MPa,1/s,Pa.s,s,Â°C,MPa
-5.11E-10,6.22E-03,-0.0822025,3.53291,19.99,-3.29E-05
-3.61E-10,7.36E-03,-0.0490788,10.5942,19.99,-3.60E-05
-3.18E-10,8.21E-03,-0.038671,17.5637,20,-3.98E-05
-1.32E-10,9.19E-03,-0.0143314,24.576,20,-4.29E-05
-1.00E-10,0.0103222,-9.69E-03,31.5228,20,-4.65E-05
-1.13E-10,0.0115281,-9.79E-03,38.4697,20,-4.92E-05
5.67E-11,0.0128762,4.40E-03,45.482,20,-5.31E-05
2.18E-10,0.0144336,0.0150921,52.4944,20,-5.68E-05
3.74E-10,0.0161885,0.0230799,59.4412,20,-6.02E-05
6.21E-10,0.0180618,0.0343771,66.388,20,-6.52E-05
1.29E-09,0.0202973,0.0636748,73.4004,20,-6.98E-05
1.46E-09,0.0227063,0.0642065,80.4127,20,-7.35E-05
1.48E-09,0.025417,0.0580654,87.3595,20,-7.82E-05
1.57E-09,0.0284133,0.0552042,94.3063,20,-8.28E-05
1.76E-09,0.0318064,0.0554019,101.253,20,-8.73E-05
1.88E-09,0.035612,0.052693,108.266,20,-9.22E-05
1.99E-09,0.0398876,0.0499747,115.278,20,-9.76E-05
2.20E-09,0.0446202,0.0493744,122.225,20,-1.03E-04
2.42E-09,0.0499275,0.0485106,129.171,20,-1.08E-04
2.63E-09,0.055909,0.0469685,136.184,20,-1.14E-04
2.78E-09,0.0625205,0.044507,143.196,20,-1.19E-04
3.04E-09,0.069973,0.043456,150.143,20,-1.25E-04
3.47E-09,0.0782687,0.0443598,157.09,20,-1.30E-04
3.98E-09,0.0875865,0.0454752,164.037,20,-1.37E-04
4.55E-09,0.0981079,0.0464235,171.049,20,-1.43E-04
4.76E-09,0.109863,0.0433129,178.061,20,-1.50E-04
4.91E-09,0.122935,0.0399369,185.008,20,-1.55E-04
5.46E-09,0.137538,0.039704,191.955,20,-1.61E-04
6.02E-09,0.153984,0.0390762,198.967,20,-1.67E-04
6.82E-09,0.172579,0.0394914,205.98,20,-1.73E-04
7.51E-09,0.19299,0.0388973,212.926,20,-1.78E-04
8.47E-09,0.215906,0.0392154,219.873,20,-1.84E-04
9.62E-09,0.241893,0.0397581,226.886,20,-1.89E-04
1.09E-08,0.270873,0.0401968,233.898,20,-1.95E-04
1.25E-08,0.303012,0.0412132,240.845,20,-1.98E-04
1.43E-08,0.338871,0.0423059,247.792,20,-2.03E-04
1.60E-08,0.37923,0.0421313,254.738,20,-2.07E-04
1.77E-08,0.424722,0.0415817,261.751,20,-2.11E-04
1.85E-08,0.475818,0.0389099,268.763,20,-2.15E-04
1.96E-08,0.532145,0.0367733,275.71,20,-2.18E-04
2.11E-08,0.595225,0.035483,282.657,20,-2.21E-04
2.30E-08,0.666618,0.0345367,289.669,20,-2.24E-04
2.49E-08,0.746593,0.0334047,296.681,20,-2.27E-04
2.78E-08,0.835342,0.0333366,303.628,20,-2.29E-04
3.11E-08,0.934407,0.0332805,310.575,20,-2.31E-04
3.25E-08,1.04649,0.0310174,317.587,20,-2.33E-04
3.57E-08,1.17195,0.0304509,324.6,20,-2.34E-04
4.18E-08,1.311,0.0318753,331.547,20,-2.35E-04
4.81E-08,1.46663,0.0328225,338.493,20,-2.36E-04
5.59E-08,1.64079,0.0340865,345.44,20,-2.36E-04
6.65E-08,1.8376,0.0362152,352.453,20,-2.37E-04
7.06E-08,2.05778,0.0342967,359.465,20,-2.37E-04
7.80E-08,2.3021,0.0338983,366.412,20,-2.38E-04
8.62E-08,2.57541,0.033475,373.359,20,-2.38E-04
9.84E-08,2.88419,0.0341123,380.371,20,-2.39E-04
1.09E-07,3.22995,0.0338711,387.383,20,-2.38E-04
1.23E-07,3.61324,0.0340733,394.33,20,-2.38E-04
1.50E-07,4.04234,0.0370574,401.277,20,-2.38E-04
1.63E-07,4.52226,0.0360719,408.224,20,-2.40E-04
1.67E-07,5.06414,0.0329139,415.236,20,-2.40E-04
1.91E-07,5.67153,0.0337067,422.248,20,-2.40E-04
2.14E-07,6.34465,0.0337109,429.195,20,-2.42E-04
2.40E-07,7.09776,0.0337527,436.142,20,-2.42E-04
2.77E-07,7.94894,0.0347892,443.154,20,-2.40E-04
3.14E-07,8.90179,0.0353223,450.167,20,-2.40E-04
3.65E-07,9.95842,0.0366829,457.114,20,-2.40E-04
4.01E-07,11.1404,0.0359662,464.06,20,-2.42E-04
4.50E-07,12.4765,0.0360526,471.073,20,-2.41E-04
5.14E-07,13.9719,0.0367602,478.085,20,-2.39E-04
5.89E-07,15.6306,0.0376734,485.032,20,-2.40E-04
6.51E-07,17.4859,0.0372381,491.979,20,-2.42E-04
7.30E-07,19.5617,0.0373231,498.926,20,-2.42E-04
8.32E-07,21.9073,0.0379601,505.938,20,-2.40E-04
9.24E-07,24.5333,0.0376527,512.95,20,-2.42E-04
1.05E-06,27.4454,0.0382879,519.897,20,-2.40E-04
1.17E-06,30.7034,0.0381953,526.844,20,-2.41E-04
1.33E-06,34.3852,0.0385529,533.856,20,-2.43E-04
1.49E-06,38.5069,0.0386955,540.869,20,-2.40E-04
1.66E-06,43.0778,0.0386185,547.815,20,-2.43E-04
1.85E-06,48.1914,0.0383537,554.762,20,-2.43E-04
2.01E-06,53.9122,0.0373392,561.709,20,-2.41E-04
2.17E-06,60.3769,0.03598,568.721,20,-2.43E-04
2.34E-06,67.6143,0.0345417,575.734,20,-2.43E-04
2.53E-06,75.64,0.0334991,582.681,20,-2.42E-04
2.78E-06,84.6192,0.0328817,589.627,20,-2.42E-04
3.09E-06,94.5617,0.0326864,596.509,20,-2.41E-04
